event_region_id,region,region_label,year,start_date,end_date,duration_days,deaths,total_affected,precip_mm,severity_score,severity_tier,split,event_inventory_source,era5_summary_status,era5_window_mean_hourly_precip_mm,era5_window_max_t2m_c
east_africa_nile_headwaters__EMDAT_2024-0879-TZA,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-11-25,2024-11-27,3,9.0,140.0,58.0769157409668,9.720769157409668,moderate,test,EM-DAT Public Table,ok,0.1423453837633133,30.957763671875
east_africa_nile_headwaters__EMDAT_2024-0892-KEN,east_africa_nile_headwaters,East Africa: Nile headwaters / Sudan-Ethiopia corridor,2024,2024-12-01,2024-12-05,5,13.0,3970.0,44.773624420166016,17.41773624420166,moderate,test,EM-DAT Public Table,ok,0.0981877744197845,31.748687744140625
southern_africa_limpopo_zambezi__DFO_1917,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2002,2002-04-26,2002-05-28,33,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2119,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-01-01,2003-02-17,48,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2161,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-01-15,2003-07-01,168,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2162,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-02-06,2003-02-20,15,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2178,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-05,2003-03-16,12,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2181,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-11,2003-03-15,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2194,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2003,2003-03-26,2003-03-28,3,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2423,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-01-25,2004-02-06,13,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2425,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-01-27,2004-03-01,35,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2430,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-02-01,2004-06-02,123,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2448,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2004,2004-03-05,2004-03-19,15,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2620,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-01-27,2005-03-28,61,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2638,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-03-01,2005-04-01,32,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2773,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2005,2005-12-22,2006-02-07,48,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_2825,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2006,2006-03-26,2006-03-30,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3242,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2007,2007-12-11,2008-01-03,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3272,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-02-09,2008-05-01,83,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3294,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-04-11,2008-05-16,36,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3323,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-06-19,2008-06-22,4,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3426,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2008,2008-12-26,2009-01-12,18,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3462,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-03-04,2009-03-09,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3467,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-03-27,2009-03-27,1,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3493,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2009,2009-06-21,2009-06-28,8,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3616,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2010,2010-03-01,2010-03-17,17,,,171.12120056152344,1.7112120056152345,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.230001613497734,30.834869384765625
southern_africa_limpopo_zambezi__DFO_3639,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2010,2010-04-16,2010-04-21,6,,,48.80284118652344,0.4880284118652344,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1016725823283195,29.28546142578125
southern_africa_limpopo_zambezi__DFO_3880,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2011,2011-11-27,2011-12-02,6,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_3892,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2012,2012-01-17,2012-02-14,29,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4026,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2013,2013-01-15,2013-02-01,18,,,229.2877197265625,2.292877197265625,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2985517084598541,30.11703491210937
southern_africa_limpopo_zambezi__DFO_4023,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2013,2013-01-17,2013-03-04,47,,,357.35235595703125,3.5735235595703125,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2440931349992752,30.213165283203125
southern_africa_limpopo_zambezi__DFO_4037,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2013,2013-03-01,2013-03-17,17,,,109.39334106445312,1.0939334106445313,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.1470340639352798,30.3873291015625
southern_africa_limpopo_zambezi__DFO_4137,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2014,2014-04-18,2014-05-01,14,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4140,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2014,2014-05-10,2014-05-16,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4219,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2015,2015-01-01,2015-02-09,40,,,255.00082397460935,2.5500082397460937,moderate,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2260645627975464,31.158905029296875
southern_africa_limpopo_zambezi__DFO_4324,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2016,2016-01-14,2016-01-29,16,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4357,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2016,2016-04-22,2016-05-30,39,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4381,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2016,2016-07-25,2016-08-03,10,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4439,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2017,2017-01-01,2017-02-07,38,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4455,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2017,2017-03-09,2017-03-22,14,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
southern_africa_limpopo_zambezi__DFO_4586,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2018,2018-03-01,2018-03-14,14,,,170.1949462890625,1.701949462890625,low,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2532662749290466,29.09432983398437
southern_africa_limpopo_zambezi__DFO_4603,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2018,2018-04-23,2018-04-25,3,,,12.377713203430176,0.12377713203430175,low,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.0303375329822301,28.15487670898437
southern_africa_limpopo_zambezi__DFO_4602,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2018,2018-04-28,2018-05-01,4,,,9.778630256652832,0.09778630256652832,low,val,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.022635718807578,28.021697998046875
southern_africa_limpopo_zambezi__EMDAT_2020-0031-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-01-01,2020-01-31,31,,1500.0,252.59005737304688,4.025900573730469,moderate,test,EM-DAT Public Table,ok,0.2769627869129181,30.126251220703125
southern_africa_limpopo_zambezi__EMDAT_2020-0046-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-02-04,2020-02-06,3,1.0,2250.0,125.2695083618164,4.502695083618164,moderate,test,EM-DAT Public Table,ok,0.3070331215858459,28.958740234375
southern_africa_limpopo_zambezi__EMDAT_2020-0050-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-02-07,2020-02-10,4,3.0,200.0,131.72738647460938,4.517273864746094,moderate,test,EM-DAT Public Table,ok,0.3049245178699493,29.03900146484375
southern_africa_limpopo_zambezi__EMDAT_2020-0062-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-02-11,2020-02-17,7,2.0,8700.0,153.543701171875,12.235437011718751,moderate,test,EM-DAT Public Table,ok,0.3046501874923706,30.290802001953125
southern_africa_limpopo_zambezi__EMDAT_2020-0110-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-03-20,2020-03-26,7,,700000.0,87.75965118408203,700.8775965118408,extreme,test,EM-DAT Public Table,ok,0.1741262972354889,29.833740234375
southern_africa_limpopo_zambezi__EMDAT_2020-0484-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-10-01,2020-10-31,31,22.0,145000.0,43.71792602539063,167.4371792602539,moderate,test,EM-DAT Public Table,ok,0.0404795594513416,34.88397216796875
southern_africa_limpopo_zambezi__EMDAT_2020-0604-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2020,2020-12-22,2020-12-26,5,3.0,4272.0,152.95989990234375,8.801598999023438,moderate,test,EM-DAT Public Table,ok,0.3354383707046509,29.21734619140625
southern_africa_limpopo_zambezi__EMDAT_2021-0075-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2021,2021-02-01,2021-02-15,15,31.0,400.0,227.97671508789065,33.6797671508789,moderate,test,EM-DAT Public Table,ok,0.3275527656078338,28.85498046875
southern_africa_limpopo_zambezi__EMDAT_2021-0083-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2021,2021-02-12,2021-02-17,6,,11410.0,156.81556701660156,12.978155670166016,moderate,test,EM-DAT Public Table,ok,0.3266991078853607,28.85498046875
southern_africa_limpopo_zambezi__EMDAT_2022-0009-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-01-08,2022-01-09,2,10.0,,114.65306091308594,11.14653060913086,moderate,test,EM-DAT Public Table,ok,0.2985756695270538,29.29949951171875
southern_africa_limpopo_zambezi__EMDAT_2022-0043-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-01-11,2022-02-02,23,3.0,21582.0,256.5843200683594,27.147843200683596,moderate,test,EM-DAT Public Table,ok,0.2889463007450104,28.970855712890625
southern_africa_limpopo_zambezi__EMDAT_2022-0043-ZWE,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-01-13,2022-01-21,9,,,166.61502075195312,1.6661502075195314,low,test,EM-DAT Public Table,ok,0.3018388152122497,28.231658935546875
southern_africa_limpopo_zambezi__EMDAT_2022-0035-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-01-15,2022-01-16,2,1.0,100.0,109.39837646484376,2.1939837646484377,moderate,test,EM-DAT Public Table,ok,0.2848916053771972,28.195098876953125
southern_africa_limpopo_zambezi__EMDAT_2022-0077-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-02-04,2022-02-05,2,3.0,138.0,96.4391860961914,4.102391860961914,moderate,test,EM-DAT Public Table,ok,0.2511437237262726,28.970855712890625
southern_africa_limpopo_zambezi__EMDAT_2022-0108-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-02-21,2022-02-22,2,4.0,187.0,82.71827697753906,5.014182769775391,moderate,test,EM-DAT Public Table,ok,0.2154121845960617,29.48553466796875
southern_africa_limpopo_zambezi__EMDAT_2022-0205-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-04-08,2022-04-18,11,544.0,142290.0,87.92597961425781,687.1692597961426,extreme,test,EM-DAT Public Table,ok,0.1465432941913604,29.0396728515625
southern_africa_limpopo_zambezi__EMDAT_2022-0313-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-05-22,2022-05-22,1,,200.0,12.472976684570312,0.32472976684570315,low,test,EM-DAT Public Table,ok,0.0346471592783927,27.656005859375
southern_africa_limpopo_zambezi__EMDAT_2022-0356-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-06-13,2022-06-15,3,,204.0,5.4939494132995605,0.2589394941329956,low,test,EM-DAT Public Table,ok,0.0134655619040131,26.0750732421875
southern_africa_limpopo_zambezi__EMDAT_2022-0861-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-10-01,2023-02-28,151,88.0,78271.0,767.4117431640625,173.94511743164065,moderate,test,EM-DAT Public Table,ok,0.1937908381223678,33.758026123046875
southern_africa_limpopo_zambezi__EMDAT_2022-0843-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-11-01,2023-01-31,92,62.0,94185.0,576.59716796875,161.9509716796875,moderate,test,EM-DAT Public Table,ok,0.2266498357057571,32.588348388671875
southern_africa_limpopo_zambezi__EMDAT_2022-0788-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2022,2022-12-10,2022-12-12,3,17.0,56177.0,90.9665069580078,74.08666506958006,moderate,test,EM-DAT Public Table,ok,0.2229571193456649,31.8521728515625
southern_africa_limpopo_zambezi__EMDAT_2023-0056-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-01-11,2023-01-30,20,,22000.0,228.82066345214844,24.288206634521483,moderate,test,EM-DAT Public Table,ok,0.2804174721240997,30.40512084960937
southern_africa_limpopo_zambezi__EMDAT_2023-0078-MOZ,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-07,2023-02-12,6,14.0,89093.0,143.71884155273438,104.53018841552735,moderate,test,EM-DAT Public Table,ok,0.2994142472743988,28.738311767578125
southern_africa_limpopo_zambezi__EMDAT_2023-0110-ZMB,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-07,2023-03-09,31,,154608.0,292.943115234375,157.53743115234374,moderate,test,EM-DAT Public Table,ok,0.2712436318397522,31.04278564453125
southern_africa_limpopo_zambezi__EMDAT_2023-0080-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-02-08,2023-02-21,14,17.0,1000.0,198.85775756835935,19.988577575683593,moderate,test,EM-DAT Public Table,ok,0.295919269323349,31.04278564453125
southern_africa_limpopo_zambezi__EMDAT_2023-0180-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-03-23,2023-03-27,5,3.0,500.0,89.57683563232422,4.395768356323242,moderate,test,EM-DAT Public Table,ok,0.1964404284954071,29.21331787109375
southern_africa_limpopo_zambezi__EMDAT_2023-0619-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-09-23,2023-09-24,2,11.0,5000.0,7.637721538543701,16.07637721538544,moderate,test,EM-DAT Public Table,ok,0.0198899004608392,32.79132080078125
southern_africa_limpopo_zambezi__EMDAT_2023-0855-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2023,2023-12-24,2023-12-26,3,34.0,1800.0,116.28341674804688,36.962834167480466,moderate,test,EM-DAT Public Table,ok,0.2850083708763122,31.60150146484375
southern_africa_limpopo_zambezi__EMDAT_2024-0015-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-01-12,2024-01-19,8,13.0,756.0,140.8727569580078,15.164727569580078,moderate,test,EM-DAT Public Table,ok,0.2668044567108154,29.762420654296875
southern_africa_limpopo_zambezi__EMDAT_2024-0122-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-02-27,2024-03-07,10,6.0,14004.0,82.46761322021484,20.828676132202148,moderate,test,EM-DAT Public Table,ok,0.1431729346513748,32.982574462890625
southern_africa_limpopo_zambezi__EMDAT_2024-0302-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-06-01,2024-06-03,3,21.0,46620.0,2.459904193878174,67.64459904193879,moderate,test,EM-DAT Public Table,ok,0.0060291769914329,28.96868896484375
southern_africa_limpopo_zambezi__EMDAT_2024-0783-ZAF,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-10-22,2024-10-25,4,10.0,3090.0,26.50436782836914,13.35504367828369,moderate,test,EM-DAT Public Table,ok,0.0613527037203311,33.7376708984375
southern_africa_limpopo_zambezi__EMDAT_2024-0902-MWI,southern_africa_limpopo_zambezi,Southern Africa: Limpopo / Zambezi,2024,2024-11-27,2024-12-06,10,11.0,48828.0,60.5912971496582,60.43391297149658,moderate,test,EM-DAT Public Table,ok,0.1051932275295257,34.224853515625
west_africa_niger_benue__DFO_1793,west_africa_niger_benue,West Africa: Niger / Benue basin,2001,2001-08-18,2001-10-09,53,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_1778,west_africa_niger_benue,West Africa: Niger / Benue basin,2001,2001-08-19,2001-10-11,54,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2303,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-03,2003-11-02,92,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2311,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-05,2003-10-12,69,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2314,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-05,2003-10-12,69,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2316,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-09,2003-11-05,89,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2320,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-08-10,2003-10-19,71,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2345,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-09-05,2003-10-28,54,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2361,west_africa_niger_benue,West Africa: Niger / Benue basin,2003,2003-09-22,2003-10-10,19,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2576,west_africa_niger_benue,West Africa: Niger / Benue basin,2004,2004-10-07,2004-11-04,29,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2634,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-03-06,2005-03-09,4,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2721,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-08-07,2005-09-16,41,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2742,west_africa_niger_benue,West Africa: Niger / Benue basin,2005,2005-09-27,2005-10-07,11,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_2947,west_africa_niger_benue,West Africa: Niger / Benue basin,2006,2006-08-03,2006-10-11,70,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3166,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-07-26,2007-10-10,77,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3145,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-07-28,2007-08-01,5,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3151,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-04,2007-10-21,79,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3153,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-07,2007-09-05,30,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3167,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-09,2007-08-15,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3179,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-25,2007-10-01,38,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3180,west_africa_niger_benue,West Africa: Niger / Benue basin,2007,2007-08-31,2007-09-20,21,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3368,west_africa_niger_benue,West Africa: Niger / Benue basin,2008,2008-07-20,2008-08-25,37,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3348,west_africa_niger_benue,West Africa: Niger / Benue basin,2008,2008-08-02,2008-08-08,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3534,west_africa_niger_benue,West Africa: Niger / Benue basin,2009,2009-08-10,2009-09-02,24,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3555,west_africa_niger_benue,West Africa: Niger / Benue basin,2009,2009-10-20,2009-10-26,7,,,,0.0,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,no local ERA5 files for event window,,
west_africa_niger_benue__DFO_3663,west_africa_niger_benue,West Africa: Niger / Benue basin,2010,2010-06-22,2010-06-26,5,,,91.86941528320312,0.9186941528320313,low,train,GLOBAL_FLOOD_DB/MODIS_EVENTS/V1,ok,0.2014680206775665,33.1507568359375
